Group;Participant;CollabEnvironememnt;trialNb;training;MoveMode;Task;Wall;CardToTag;nbMove;nbMoveWall;nbDragWallFloor;distTotal;nbRotate;rotateTotal;trialTime;moveTime
g02;p01;C;0;1;TP;move;B;22;1;1;0;4.158298;0;0;5.405144;0.5112686
g02;p01;C;1;1;TP;search;B;37;0;0;0;8.184378;0;0;18.20289;1.025673
g02;p01;C;2;1;TP;move;L;11;2;2;0;9.20749;0;0;17.47658;1.011017
g02;p01;C;3;1;TP;search;L;8;0;0;0;6.671304;0;0;6.04158;0.5160217
g02;p01;C;4;1;TP;move;R;47;2;1;0;9.100741;0;0;9.765427;1.021942
g02;p01;C;5;1;TP;search;R;51;0;0;0;4.451971;0;0;4.453278;0.5187988
g02;p01;C;6;0;TP;move;B;34;0;0;0;0;0;0;0.1564331;0
g02;p01;C;7;0;TP;search;B;29;0;0;0;6.397845;0;0;8.796173;1.037338
g02;p01;C;8;0;TP;move;R;59;3;1;0;9.302833;0;0;17.85199;1.52182
g02;p01;C;9;0;TP;search;R;43;0;0;0;3.219545;0;0;5.109985;0.5162964
g02;p01;C;10;0;TP;move;L;6;0;0;0;0;0;0;3.477844;0
g02;p01;C;11;0;TP;search;L;10;0;0;0;3.597673;0;0;8.340668;0.5194397
g02;p01;C;12;0;TP;move;B;31;2;1;0;6.455748;0;0;7.425354;1.011108
g02;p01;C;13;0;TP;search;B;25;0;0;0;4.258904;0;0;5.364166;0.5114136
g02;p01;C;14;0;TP;move;L;14;2;1;0;6.209574;0;0;9.150024;1.022034
g02;p01;C;15;0;TP;search;L;19;0;0;0;5.36992;0;0;8.096252;1.023132
g02;p01;C;16;0;TP;search;R;43;0;0;0;8.275743;0;0;9.818451;1.02301
g02;p01;C;17;0;TP;move;R;59;1;1;0;4.0231;0;0;12.33118;0.5106812
g02;p01;C;18;0;TP;search;B;29;0;0;0;6.468773;0;0;4.031525;0.5171204
g02;p01;C;19;0;TP;move;B;34;0;0;0;0;0;0;0.1213684;0
g02;p01;C;20;0;TP;search;R;51;0;0;0;3.818176;0;0;11.47263;0.5034485
g02;p01;C;21;0;TP;move;R;47;2;1;0;4.365805;0;0;9.072876;1.022278
g02;p01;C;22;0;TP;search;L;8;0;0;0;10.74363;0;0;11.85004;1.042236
g02;p01;C;23;0;TP;move;L;11;1;1;0;6.721989;0;0;5.325287;0.5001221
g02;p01;C;24;0;TP;search;B;37;0;0;0;8.509586;0;0;6.774811;0.5116272
g02;p01;C;25;0;TP;move;B;22;1;1;0;4.464347;0;0;5.694458;0.5107117
#pause;
